Segment,BatchName,FacilityName,FacilityMnemonic,BatchVolumeInPipeline,BatchVolumeInSegment,BatchVolume,Shipper,ReceiptFacility,DeliveryFacility,ScadaCommodityCode,Commodity,IntervalStartDateTime,IntervalEndDateTime
Keystone,CL/5825/0,Crandall Pump Station - (Future),CRNDL-SYN,15872.9,3546,17452,Husky US MKTG,Enbridge HCT,Plains Patoka,CL1,CL,1/22/2019 21:00,1/22/2019 22:00
Keystone,CL/5825/0,Crandall Pump Station - (Future),CRNDL-SYN,15872.9,7988,17452,Husky US MKTG,Enbridge HCT,Plains Patoka,CL1,CL,1/22/2019 22:00,1/22/2019 23:00
Keystone,CL/5825/0,Crandall Pump Station - (Future),CRNDL-SYN,15872.9,12445,17452,Husky US MKTG,Enbridge HCT,Plains Patoka,CL1,CL,1/22/2019 23:00,1/23/2019 0:00
Keystone,SMA/0278/0,Crandall Pump Station - (Future),CRNDL-SYN,17107.75,892,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/23/2019 0:00,1/23/2019 1:00
Keystone,SMA/0278/0,Crandall Pump Station - (Future),CRNDL-SYN,17107.75,5141,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/23/2019 1:00,1/23/2019 2:00
Keystone,SMA/0278/0,Crandall Pump Station - (Future),CRNDL-SYN,17107.75,9532,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/23/2019 2:00,1/23/2019 3:00
Keystone,SMA/0278/0,Crandall Pump Station - (Future),CRNDL-SYN,17107.75,13805,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/23/2019 3:00,1/23/2019 4:00
Keystone,FRB/0455/0,Crandall Pump Station - (Future),CRNDL-SYN,18945.54,904,18703,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,1/23/2019 4:00,1/23/2019 5:00
Keystone,FRB/0455/0,Crandall Pump Station - (Future),CRNDL-SYN,18945.54,5254,18703,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,1/23/2019 5:00,1/23/2019 6:00
Keystone,FRB/0455/0,Crandall Pump Station - (Future),CRNDL-SYN,18945.54,9720,18703,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,1/23/2019 6:00,1/23/2019 7:00
Keystone,FRB/0455/0,Crandall Pump Station - (Future),CRNDL-SYN,18945.54,14217,18703,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,1/23/2019 7:00,1/23/2019 8:00
Keystone,FRB/0455/0,Crandall Pump Station - (Future),CRNDL-SYN,18945.54,18677,18703,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,1/23/2019 8:00,1/23/2019 9:00
Keystone,WCS/4215/0,Crandall Pump Station - (Future),CRNDL-SYN,16077.83,3920,23998,Husky US MKTG,Enbridge HCT,Plains Patoka,WCS1,WCS,1/23/2019 9:00,1/23/2019 10:00
Keystone,WCS/4215/0,Crandall Pump Station - (Future),CRNDL-SYN,16077.83,8267,23998,Husky US MKTG,Enbridge HCT,Plains Patoka,WCS1,WCS,1/23/2019 10:00,1/23/2019 11:00
Keystone,WCS/4215/0,Crandall Pump Station - (Future),CRNDL-SYN,16077.83,12430,23998,Husky US MKTG,Enbridge HCT,Plains Patoka,WCS1,WCS,1/23/2019 11:00,1/23/2019 12:00
Keystone,WCS/4215/0,Crandall Pump Station - (Future),CRNDL-SYN,16077.83,15561,23998,Husky US MKTG,Enbridge HCT,Plains Patoka,WCS1,WCS,1/23/2019 12:00,1/23/2019 13:00
Keystone,FRB/0466/0,Crandall Pump Station - (Future),CRNDL-SYN,16223.47,2848,18846,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,1/23/2019 13:00,1/23/2019 14:00
Keystone,FRB/0466/0,Crandall Pump Station - (Future),CRNDL-SYN,16223.47,6763,18846,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,1/23/2019 14:00,1/23/2019 15:00
Keystone,FRB/0466/0,Crandall Pump Station - (Future),CRNDL-SYN,16223.47,11125,18846,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,1/23/2019 15:00,1/23/2019 16:00
Keystone,FRB/0466/0,Crandall Pump Station - (Future),CRNDL-SYN,16223.47,15571,18846,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,1/23/2019 16:00,1/23/2019 17:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,3771,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 17:00,1/23/2019 18:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,7678,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 18:00,1/23/2019 19:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,7753,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 19:00,1/23/2019 20:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,7753,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 20:00,1/23/2019 21:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,9327,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 21:00,1/23/2019 22:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,12167,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 22:00,1/23/2019 23:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,14991,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/23/2019 23:00,1/24/2019 0:00
Keystone,FRB/0471/0,Crandall Pump Station - (Future),CRNDL-SYN,19895.34,18541,17391,Suncor Energy Mktg,Gibson West,Plains Cushing,FRB1,FRB,1/24/2019 0:00,1/24/2019 1:00
Keystone,KH/1090/0,Crandall Pump Station - (Future),CRNDL-SYN,15752.77,2785,15620,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,1/24/2019 1:00,1/24/2019 2:00
Keystone,KH/1090/0,Crandall Pump Station - (Future),CRNDL-SYN,15752.77,7291,15620,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,1/24/2019 2:00,1/24/2019 3:00
Keystone,KH/1090/0,Crandall Pump Station - (Future),CRNDL-SYN,15752.77,11617,15620,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,1/24/2019 3:00,1/24/2019 4:00
Keystone,KH/1090/0,Crandall Pump Station - (Future),CRNDL-SYN,15752.77,12555,15620,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,1/24/2019 4:00,1/24/2019 5:00
Keystone,KH/1090/0,Crandall Pump Station - (Future),CRNDL-SYN,15752.77,12555,15620,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,1/24/2019 5:00,1/24/2019 6:00
Keystone,KH/1090/0,Crandall Pump Station - (Future),CRNDL-SYN,15752.77,13980,15620,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,1/24/2019 6:00,1/24/2019 7:00
Keystone,WCS/4196/0,Crandall Pump Station - (Future),CRNDL-SYN,16569.61,2411,16605,HollyFrontier,Husky Terminal,Plains Cushing,WCS1,WCS,1/24/2019 7:00,1/24/2019 8:00
Keystone,WCS/4196/0,Crandall Pump Station - (Future),CRNDL-SYN,16569.61,6612,16605,HollyFrontier,Husky Terminal,Plains Cushing,WCS1,WCS,1/24/2019 8:00,1/24/2019 9:00
Keystone,WCS/4196/0,Crandall Pump Station - (Future),CRNDL-SYN,16569.61,10498,16605,HollyFrontier,Husky Terminal,Plains Cushing,WCS1,WCS,1/24/2019 9:00,1/24/2019 10:00
Keystone,WCS/4196/0,Crandall Pump Station - (Future),CRNDL-SYN,16569.61,14777,16605,HollyFrontier,Husky Terminal,Plains Cushing,WCS1,WCS,1/24/2019 10:00,1/24/2019 11:00
Keystone,CL/5807/0,Crandall Pump Station - (Future),CRNDL-SYN,16895.8,1648,16643,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,1/24/2019 11:00,1/24/2019 12:00
Keystone,CL/5807/0,Crandall Pump Station - (Future),CRNDL-SYN,16895.8,5346,16643,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,1/24/2019 12:00,1/24/2019 13:00
Keystone,CL/5807/0,Crandall Pump Station - (Future),CRNDL-SYN,16895.8,9551,16643,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,1/24/2019 13:00,1/24/2019 14:00
Keystone,CL/5807/0,Crandall Pump Station - (Future),CRNDL-SYN,16895.8,13995,16643,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,1/24/2019 14:00,1/24/2019 15:00
Keystone,WDB/0108/0,Crandall Pump Station - (Future),CRNDL-SYN,17440.99,1305,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/24/2019 15:00,1/24/2019 16:00
Keystone,WDB/0108/0,Crandall Pump Station - (Future),CRNDL-SYN,17440.99,5573,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/24/2019 16:00,1/24/2019 17:00
Keystone,WDB/0108/0,Crandall Pump Station - (Future),CRNDL-SYN,17440.99,9340,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/24/2019 17:00,1/24/2019 18:00
Keystone,WDB/0108/0,Crandall Pump Station - (Future),CRNDL-SYN,17440.99,13277,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/24/2019 18:00,1/24/2019 19:00
Keystone,WDB/0108/0,Crandall Pump Station - (Future),CRNDL-SYN,17440.99,17312,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/24/2019 19:00,1/24/2019 20:00
Keystone,FRB/0479/0,Crandall Pump Station - (Future),CRNDL-SYN,16867.56,3009,17091,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/24/2019 20:00,1/24/2019 21:00
Keystone,FRB/0479/0,Crandall Pump Station - (Future),CRNDL-SYN,16867.56,6025,17091,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/24/2019 21:00,1/24/2019 22:00
Keystone,FRB/0479/0,Crandall Pump Station - (Future),CRNDL-SYN,16867.56,9219,17091,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/24/2019 22:00,1/24/2019 23:00
Keystone,FRB/0479/0,Crandall Pump Station - (Future),CRNDL-SYN,16867.56,12396,17091,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/24/2019 23:00,1/25/2019 0:00
Keystone,FRB/0479/0,Crandall Pump Station - (Future),CRNDL-SYN,16867.56,15942,17091,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/25/2019 0:00,1/25/2019 1:00
Keystone,WDB/0116/0,Crandall Pump Station - (Future),CRNDL-SYN,16012.69,3341,16001,Phillips 66 Co,Enbridge HCT,Plains Cushing,WDB1,WDB,1/25/2019 1:00,1/25/2019 2:00
Keystone,WDB/0116/0,Crandall Pump Station - (Future),CRNDL-SYN,16012.69,7832,16001,Phillips 66 Co,Enbridge HCT,Plains Cushing,WDB1,WDB,1/25/2019 2:00,1/25/2019 3:00
Keystone,WDB/0116/0,Crandall Pump Station - (Future),CRNDL-SYN,16012.69,12315,16001,Phillips 66 Co,Enbridge HCT,Plains Cushing,WDB1,WDB,1/25/2019 3:00,1/25/2019 4:00
Keystone,WCS/4199/0,Crandall Pump Station - (Future),CRNDL-SYN,16238.4,686,16000,Coffeyville,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 4:00,1/25/2019 5:00
Keystone,WCS/4199/0,Crandall Pump Station - (Future),CRNDL-SYN,16238.4,5167,16000,Coffeyville,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 5:00,1/25/2019 6:00
Keystone,WCS/4199/0,Crandall Pump Station - (Future),CRNDL-SYN,16238.4,9699,16000,Coffeyville,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 6:00,1/25/2019 7:00
Keystone,WCS/4199/0,Crandall Pump Station - (Future),CRNDL-SYN,16238.4,14076,16000,Coffeyville,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 7:00,1/25/2019 8:00
Keystone,CDB/5096/0,Crandall Pump Station - (Future),CRNDL-SYN,28224.28,2103,17500,Phillips 66 Co,Enbridge HCT,Plains Cushing,CDB1,CDB,1/25/2019 8:00,1/25/2019 9:00
Keystone,CDB/5096/0,Crandall Pump Station - (Future),CRNDL-SYN,28224.28,6446,17500,Phillips 66 Co,Enbridge HCT,Plains Cushing,CDB1,CDB,1/25/2019 9:00,1/25/2019 10:00
Keystone,CDB/5096/0,Crandall Pump Station - (Future),CRNDL-SYN,28224.28,10818,17500,Phillips 66 Co,Enbridge HCT,Plains Cushing,CDB1,CDB,1/25/2019 10:00,1/25/2019 11:00
Keystone,CDB/5096/0,Crandall Pump Station - (Future),CRNDL-SYN,28224.28,15154,17500,Phillips 66 Co,Enbridge HCT,Plains Cushing,CDB1,CDB,1/25/2019 11:00,1/25/2019 12:00
Keystone,CDB/5096/0,Crandall Pump Station - (Future),CRNDL-SYN,28224.28,19633,17500,Phillips 66 Co,Enbridge HCT,Plains Cushing,CDB1,CDB,1/25/2019 12:00,1/25/2019 13:00
Keystone,CDB/5096/0,Crandall Pump Station - (Future),CRNDL-SYN,28224.28,23901,17500,Phillips 66 Co,Enbridge HCT,Plains Cushing,CDB1,CDB,1/25/2019 13:00,1/25/2019 14:00
Keystone,CL/5817/0,Crandall Pump Station - (Future),CRNDL-SYN,19196.04,65,16306,Phillips 66 Co,Enbridge HCT,Plains Cushing,CL1,CL,1/25/2019 14:00,1/25/2019 15:00
Keystone,CL/5817/0,Crandall Pump Station - (Future),CRNDL-SYN,19196.04,4494,16306,Phillips 66 Co,Enbridge HCT,Plains Cushing,CL1,CL,1/25/2019 15:00,1/25/2019 16:00
Keystone,CL/5817/0,Crandall Pump Station - (Future),CRNDL-SYN,19196.04,8826,16306,Phillips 66 Co,Enbridge HCT,Plains Cushing,CL1,CL,1/25/2019 16:00,1/25/2019 17:00
Keystone,CL/5817/0,Crandall Pump Station - (Future),CRNDL-SYN,19196.04,13268,16306,Phillips 66 Co,Enbridge HCT,Plains Cushing,CL1,CL,1/25/2019 17:00,1/25/2019 18:00
Keystone,CL/5817/0,Crandall Pump Station - (Future),CRNDL-SYN,19196.04,17114,16306,Phillips 66 Co,Enbridge HCT,Plains Cushing,CL1,CL,1/25/2019 18:00,1/25/2019 19:00
Keystone,WCS/4235/0,Crandall Pump Station - (Future),CRNDL-SYN,17822.48,2011,16235,Husky US MKTG,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 19:00,1/25/2019 20:00
Keystone,WCS/4235/0,Crandall Pump Station - (Future),CRNDL-SYN,17822.48,6074,16235,Husky US MKTG,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 20:00,1/25/2019 21:00
Keystone,WCS/4235/0,Crandall Pump Station - (Future),CRNDL-SYN,17822.48,10200,16235,Husky US MKTG,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 21:00,1/25/2019 22:00
Keystone,WCS/4235/0,Crandall Pump Station - (Future),CRNDL-SYN,17822.48,14346,16235,Husky US MKTG,Husky Terminal,Plains Cushing,WCS1,WCS,1/25/2019 22:00,1/25/2019 23:00
Keystone,KH/1091/0,Crandall Pump Station - (Future),CRNDL-SYN,15801.84,654,15620,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,1/25/2019 23:00,1/26/2019 0:00
Keystone,KH/1091/0,Crandall Pump Station - (Future),CRNDL-SYN,15801.84,4932,15620,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,1/26/2019 0:00,1/26/2019 1:00
Keystone,KH/1091/0,Crandall Pump Station - (Future),CRNDL-SYN,15801.84,9353,15620,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,1/26/2019 1:00,1/26/2019 2:00
Keystone,KH/1091/0,Crandall Pump Station - (Future),CRNDL-SYN,15801.84,13693,15620,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,1/26/2019 2:00,1/26/2019 3:00
Keystone,SMA/0280/0,Crandall Pump Station - (Future),CRNDL-SYN,17123.57,2085,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/26/2019 3:00,1/26/2019 4:00
Keystone,SMA/0280/0,Crandall Pump Station - (Future),CRNDL-SYN,17123.57,6383,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/26/2019 4:00,1/26/2019 5:00
Keystone,SMA/0280/0,Crandall Pump Station - (Future),CRNDL-SYN,17123.57,10786,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/26/2019 5:00,1/26/2019 6:00
Keystone,SMA/0280/0,Crandall Pump Station - (Future),CRNDL-SYN,17123.57,15127,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/26/2019 6:00,1/26/2019 7:00
Keystone,WCS/4211/0,Crandall Pump Station - (Future),CRNDL-SYN,15687.62,2221,16001,Phillips 66 Co,Husky Terminal,Plains Cushing,WCS1,WCS,1/26/2019 7:00,1/26/2019 8:00
Keystone,WCS/4211/0,Crandall Pump Station - (Future),CRNDL-SYN,15687.62,6709,16001,Phillips 66 Co,Husky Terminal,Plains Cushing,WCS1,WCS,1/26/2019 8:00,1/26/2019 9:00
Keystone,WCS/4211/0,Crandall Pump Station - (Future),CRNDL-SYN,15687.62,11301,16001,Phillips 66 Co,Husky Terminal,Plains Cushing,WCS1,WCS,1/26/2019 9:00,1/26/2019 10:00
Keystone,LLB/0838/0,Crandall Pump Station - (Future),CRNDL-SYN,23008.21,4,17290,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,1/26/2019 10:00,1/26/2019 11:00
Keystone,LLB/0838/0,Crandall Pump Station - (Future),CRNDL-SYN,23008.22,4326,17290,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,1/26/2019 11:00,1/26/2019 12:00
Keystone,LLB/0838/0,Crandall Pump Station - (Future),CRNDL-SYN,23008.22,8518,17290,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,1/26/2019 12:00,1/26/2019 13:00
Keystone,LLB/0838/0,Crandall Pump Station - (Future),CRNDL-SYN,23008.22,12753,17290,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,1/26/2019 13:00,1/26/2019 14:00
Keystone,LLB/0838/0,Crandall Pump Station - (Future),CRNDL-SYN,23008.22,17065,17290,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,1/26/2019 14:00,1/26/2019 15:00
Keystone,LLB/0838/0,Crandall Pump Station - (Future),CRNDL-SYN,23008.22,21236,17290,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,1/26/2019 15:00,1/26/2019 16:00
Keystone,FRB/0484/0,Crandall Pump Station - (Future),CRNDL-SYN,16263.52,2200,17090,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/26/2019 16:00,1/26/2019 17:00
Keystone,FRB/0484/0,Crandall Pump Station - (Future),CRNDL-SYN,16263.52,6477,17090,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/26/2019 17:00,1/26/2019 18:00
Keystone,FRB/0484/0,Crandall Pump Station - (Future),CRNDL-SYN,16263.52,10794,17090,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/26/2019 18:00,1/26/2019 19:00
Keystone,FRB/0484/0,Crandall Pump Station - (Future),CRNDL-SYN,16263.52,15060,17090,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/26/2019 19:00,1/26/2019 20:00
Keystone,FRB/0480/0,Crandall Pump Station - (Future),CRNDL-SYN,22082.05,3086,17091,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,1/26/2019 20:00,1/26/2019 21:00
Keystone,FRB/0480/0,Crandall Pump Station - (Future),CRNDL-SYN,22082.05,7428,17091,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,1/26/2019 21:00,1/26/2019 22:00
Keystone,FRB/0480/0,Crandall Pump Station - (Future),CRNDL-SYN,22082.05,11650,17091,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,1/26/2019 22:00,1/26/2019 23:00
Keystone,FRB/0480/0,Crandall Pump Station - (Future),CRNDL-SYN,22082.05,15933,17091,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,1/26/2019 23:00,1/27/2019 0:00
Keystone,FRB/0480/0,Crandall Pump Station - (Future),CRNDL-SYN,22082.05,20265,17091,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,1/27/2019 0:00,1/27/2019 1:00
Keystone,SMA/0283/0,Crandall Pump Station - (Future),CRNDL-SYN,19195.57,2402,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/27/2019 1:00,1/27/2019 2:00
Keystone,SMA/0283/0,Crandall Pump Station - (Future),CRNDL-SYN,19195.57,6667,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/27/2019 2:00,1/27/2019 3:00
Keystone,SMA/0283/0,Crandall Pump Station - (Future),CRNDL-SYN,19195.57,10883,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/27/2019 3:00,1/27/2019 4:00
Keystone,SMA/0283/0,Crandall Pump Station - (Future),CRNDL-SYN,19195.57,15090,16905,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,1/27/2019 4:00,1/27/2019 5:00
Keystone,CL/5827/0,Crandall Pump Station - (Future),CRNDL-SYN,19134.19,120,17452,Husky US MKTG,Gibson Terminal,Plains Patoka,CL1,CL,1/27/2019 5:00,1/27/2019 6:00
Keystone,CL/5827/0,Crandall Pump Station - (Future),CRNDL-SYN,19134.19,4542,17452,Husky US MKTG,Gibson Terminal,Plains Patoka,CL1,CL,1/27/2019 6:00,1/27/2019 7:00
Keystone,CL/5827/0,Crandall Pump Station - (Future),CRNDL-SYN,19134.19,8833,17452,Husky US MKTG,Gibson Terminal,Plains Patoka,CL1,CL,1/27/2019 7:00,1/27/2019 8:00
Keystone,CL/5827/0,Crandall Pump Station - (Future),CRNDL-SYN,19134.19,13192,17452,Husky US MKTG,Gibson Terminal,Plains Patoka,CL1,CL,1/27/2019 8:00,1/27/2019 9:00
Keystone,CL/5827/0,Crandall Pump Station - (Future),CRNDL-SYN,19134.19,17447,17452,Husky US MKTG,Gibson Terminal,Plains Patoka,CL1,CL,1/27/2019 9:00,1/27/2019 10:00
Keystone,OSH/0357/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.75,2396,16000,Suncor Energy Mktg,Gibson West,Plains Patoka,OSH,OSH,1/27/2019 10:00,1/27/2019 11:00
Keystone,OSH/0357/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.75,6578,16000,Suncor Energy Mktg,Gibson West,Plains Patoka,OSH,OSH,1/27/2019 11:00,1/27/2019 12:00
Keystone,OSH/0357/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.75,10995,16000,Suncor Energy Mktg,Gibson West,Plains Patoka,OSH,OSH,1/27/2019 12:00,1/27/2019 13:00
Keystone,OSH/0357/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.75,15344,16000,Suncor Energy Mktg,Gibson West,Plains Patoka,OSH,OSH,1/27/2019 13:00,1/27/2019 14:00
Keystone,WDB/0110/0,Crandall Pump Station - (Future),CRNDL-SYN,16571.1,3507,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/27/2019 14:00,1/27/2019 15:00
Keystone,WDB/0110/0,Crandall Pump Station - (Future),CRNDL-SYN,16571.1,7834,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/27/2019 15:00,1/27/2019 16:00
Keystone,WDB/0110/0,Crandall Pump Station - (Future),CRNDL-SYN,16571.1,12241,16977,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,1/27/2019 16:00,1/27/2019 17:00
Keystone,WCS/4206/0,Crandall Pump Station - (Future),CRNDL-SYN,16214.35,4,18130,Suncor Energy Mktg,Husky Terminal,Plains Cushing,WCS1,WCS,1/27/2019 17:00,1/27/2019 18:00
Keystone,WCS/4206/0,Crandall Pump Station - (Future),CRNDL-SYN,16214.37,4298,18130,Suncor Energy Mktg,Husky Terminal,Plains Cushing,WCS1,WCS,1/27/2019 18:00,1/27/2019 19:00
Keystone,WCS/4206/0,Crandall Pump Station - (Future),CRNDL-SYN,16214.37,8625,18130,Suncor Energy Mktg,Husky Terminal,Plains Cushing,WCS1,WCS,1/27/2019 19:00,1/27/2019 20:00
Keystone,WCS/4206/0,Crandall Pump Station - (Future),CRNDL-SYN,16214.37,12951,18130,Suncor Energy Mktg,Husky Terminal,Plains Cushing,WCS1,WCS,1/27/2019 20:00,1/27/2019 21:00
Keystone,FRB/0452/0,Crandall Pump Station - (Future),CRNDL-SYN,21846.77,926,21686,ExxonMobil Oil Corp,Gibson West,Valero Lucas,FRB1,FRB,1/27/2019 21:00,1/27/2019 22:00
Keystone,FRB/0452/0,Crandall Pump Station - (Future),CRNDL-SYN,21846.77,5242,21686,ExxonMobil Oil Corp,Gibson West,Valero Lucas,FRB1,FRB,1/27/2019 22:00,1/27/2019 23:00
Keystone,FRB/0452/0,Crandall Pump Station - (Future),CRNDL-SYN,21846.77,9610,21686,ExxonMobil Oil Corp,Gibson West,Valero Lucas,FRB1,FRB,1/27/2019 23:00,1/28/2019 0:00
Keystone,FRB/0452/0,Crandall Pump Station - (Future),CRNDL-SYN,21846.77,13971,21686,ExxonMobil Oil Corp,Gibson West,Valero Lucas,FRB1,FRB,1/28/2019 0:00,1/28/2019 1:00
Keystone,FRB/0452/0,Crandall Pump Station - (Future),CRNDL-SYN,21846.77,18384,21686,ExxonMobil Oil Corp,Gibson West,Valero Lucas,FRB1,FRB,1/28/2019 1:00,1/28/2019 2:00
Keystone,SMA/0270/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.04,842,16000,CHS McPherson,Gibson Terminal,Plains Cushing,SMA1,SMA,1/28/2019 2:00,1/28/2019 3:00
Keystone,SMA/0270/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.04,5228,16000,CHS McPherson,Gibson Terminal,Plains Cushing,SMA1,SMA,1/28/2019 3:00,1/28/2019 4:00
Keystone,SMA/0270/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.04,9582,16000,CHS McPherson,Gibson Terminal,Plains Cushing,SMA1,SMA,1/28/2019 4:00,1/28/2019 5:00
Keystone,SMA/0270/0,Crandall Pump Station - (Future),CRNDL-SYN,16107.04,13893,16000,CHS McPherson,Gibson Terminal,Plains Cushing,SMA1,SMA,1/28/2019 5:00,1/28/2019 6:00
Keystone,FRB/0490/0,Crandall Pump Station - (Future),CRNDL-SYN,16006.38,2076,17325,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,1/28/2019 6:00,1/28/2019 7:00
